tx_id,pme_id,pme_nom,date,type,categorie,montant_devise_origine,devise_origine,montant_xof,taux_change_applique,mode_paiement,reference,justificatif,note
TX00073,PME001,Boutique Électronique Yaoundé,2025-07-26,depense,Loyer,269.81,EUR,176981.0,655.957,Chèque,REF-42662,recu_photo,
TX00384,PME002,Transport Express Douala,2025-07-26,recette,Subvention,117.49,USD,70493.0,600.0,Chèque,REF-27842,capture_momo,
TX00400,PME002,Transport Express Douala,2025-07-26,recette,Commission,51051.38,XOF,51051.0,1.0,Mobile Money MTN,REF-98754,facture_pdf,
TX00405,PME002,Transport Express Douala,2025-07-26,recette,Commission,97.84,USD,58703.0,600.0,Mobile Money Orange,REF-69972,recu_photo,
TX00419,PME002,Transport Express Douala,2025-07-26,recette,Remboursement,82080.36,XOF,82080.0,1.0,Espèces,REF-31755,facture_pdf,
TX00420,PME002,Transport Express Douala,2025-07-26,recette,Vente produit,59633.54,XOF,59634.0,1.0,Chèque,REF-55982,capture_momo,
TX00444,PME002,Transport Express Douala,2025-07-26,depense,Maintenance,264.05,USD,158427.0,600.0,Espèces,REF-24777,facture,
TX00456,PME002,Transport Express Douala,2025-07-26,depense,Télécom,95958.86,XOF,95959.0,1.0,Chèque,REF-92251,recu_photo,
TX00857,PME003,Consulting IT Cameroun,2025-07-26,recette,Vente produit,147933.39,XOF,147933.0,1.0,Chèque,REF-49235,capture_momo,
TX00879,PME003,Consulting IT Cameroun,2025-07-26,depense,Maintenance,202.29,USD,121372.0,600.0,Mobile Money MTN,REF-18567,aucun,
TX00058,PME001,Boutique Électronique Yaoundé,2025-07-27,recette,Prestation service,122.18,USD,73311.0,600.0,Mobile Money Orange,REF-13101,facture_pdf,
TX00424,PME002,Transport Express Douala,2025-07-27,recette,Subvention,89268.97,XOF,89269.0,1.0,Espèces,REF-28634,capture_momo,
TX00855,PME003,Consulting IT Cameroun,2025-07-27,recette,Commission,84887.68,XOF,84888.0,1.0,Espèces,REF-72193,recu_photo,
TX00865,PME003,Consulting IT Cameroun,2025-07-27,recette,Prestation service,159.28,EUR,104482.0,655.957,Mobile Money Orange,REF-14791,aucun,
TX00017,PME001,Boutique Électronique Yaoundé,2025-07-28,recette,Subvention,91829.74,XOF,91830.0,1.0,Chèque,REF-18326,aucun,
TX00021,PME001,Boutique Électronique Yaoundé,2025-07-28,recette,Remboursement,106111.29,XOF,106111.0,1.0,Chèque,REF-36071,facture_pdf,
TX00379,PME002,Transport Express Douala,2025-07-28,recette,Subvention,63586.0,XOF,63586.0,1.0,Mobile Money MTN,REF-83339,facture_pdf,
TX00412,PME002,Transport Express Douala,2025-07-28,recette,Prestation service,50446.13,XOF,50446.0,1.0,Mobile Money Orange,REF-60324,aucun,
TX00422,PME002,Transport Express Douala,2025-07-28,recette,Vente produit,91903.78,XOF,91904.0,1.0,Mobile Money Orange,REF-63948,recu_photo,
TX00427,PME002,Transport Express Douala,2025-07-28,recette,Subvention,84109.57,XOF,84110.0,1.0,Virement bancaire,REF-18300,aucun,
TX00440,PME002,Transport Express Douala,2025-07-28,depense,Stock/Achats,150005.98,XOF,150006.0,1.0,Mobile Money MTN,REF-87276,aucun,
TX00878,PME003,Consulting IT Cameroun,2025-07-28,depense,Marketing,167.58,USD,100549.0,600.0,Espèces,REF-34032,capture_momo,
TX00024,PME001,Boutique Électronique Yaoundé,2025-07-29,recette,Subvention,55250.47,XOF,55250.0,1.0,Mobile Money MTN,REF-79822,facture_pdf,
TX00048,PME001,Boutique Électronique Yaoundé,2025-07-29,recette,Commission,86881.58,XOF,86882.0,1.0,Virement bancaire,REF-89276,facture_pdf,
TX00050,PME001,Boutique Électronique Yaoundé,2025-07-29,recette,Subvention,88.98,USD,53387.0,600.0,Virement bancaire,REF-15778,recu_photo,
TX00054,PME001,Boutique Électronique Yaoundé,2025-07-29,recette,Vente produit,95471.11,XOF,95471.0,1.0,Virement bancaire,REF-83385,aucun,
TX00438,PME002,Transport Express Douala,2025-07-29,depense,Stock/Achats,75494.55,XOF,75495.0,1.0,Mobile Money Orange,REF-18966,recu_photo,
TX00825,PME003,Consulting IT Cameroun,2025-07-29,recette,Vente produit,92735.94,XOF,92736.0,1.0,Chèque,REF-59856,capture_momo,
TX00007,PME001,Boutique Électronique Yaoundé,2025-07-30,recette,Remboursement,86802.71,XOF,86803.0,1.0,Virement bancaire,REF-85674,facture_pdf,
TX00401,PME002,Transport Express Douala,2025-07-30,recette,Prestation service,93.53,EUR,61355.0,655.957,Chèque,REF-30989,capture_momo,
TX00408,PME002,Transport Express Douala,2025-07-30,recette,Prestation service,53945.35,XOF,53945.0,1.0,Virement bancaire,REF-25448,facture_pdf,
TX00824,PME003,Consulting IT Cameroun,2025-07-30,recette,Remboursement,146.91,EUR,96369.0,655.957,Espèces,REF-52584,aucun,
TX00864,PME003,Consulting IT Cameroun,2025-07-30,recette,Commission,142242.79,XOF,142243.0,1.0,Virement bancaire,REF-28781,recu_photo,
TX00095,PME001,Boutique Électronique Yaoundé,2025-07-31,recette,Vente produit,126359.3,XOF,126359.0,1.0,Espèces,REF-57472,aucun,
TX00123,PME001,Boutique Électronique Yaoundé,2025-07-31,depense,Divers,289335.11,XOF,289335.0,1.0,Chèque,REF-12719,capture_momo,
TX00466,PME002,Transport Express Douala,2025-07-31,recette,Remboursement,78.4,EUR,51430.0,655.957,Virement bancaire,REF-93354,recu_photo,
TX00496,PME002,Transport Express Douala,2025-07-31,recette,Prestation service,86727.67,XOF,86728.0,1.0,Virement bancaire,REF-33260,capture_momo,
TX00941,PME003,Consulting IT Cameroun,2025-07-31,depense,Maintenance,123024.27,XOF,123024.0,1.0,Espèces,REF-18256,capture_momo,
TX00080,PME001,Boutique Électronique Yaoundé,2025-08-01,recette,Remboursement,89013.33,XOF,89013.0,1.0,Mobile Money MTN,REF-85456,aucun,
TX00459,PME002,Transport Express Douala,2025-08-01,recette,Vente produit,84.56,USD,50735.0,600.0,Espèces,REF-57707,aucun,
TX00490,PME002,Transport Express Douala,2025-08-01,recette,Commission,78208.58,XOF,78209.0,1.0,Chèque,REF-40508,facture_pdf,
TX00497,PME002,Transport Express Douala,2025-08-01,recette,Prestation service,85081.53,XOF,85082.0,1.0,Mobile Money MTN,REF-78982,capture_momo,
TX00513,PME002,Transport Express Douala,2025-08-01,depense,Transport,44152.18,XOF,44152.0,1.0,Espèces,REF-82628,capture_momo,
TX00524,PME002,Transport Express Douala,2025-08-01,depense,Impôts,136122.89,XOF,136123.0,1.0,Mobile Money Orange,REF-92211,facture,
TX00924,PME003,Consulting IT Cameroun,2025-08-01,depense,Divers,35974.8,XOF,35975.0,1.0,Mobile Money Orange,REF-88562,recu_photo,
TX00943,PME003,Consulting IT Cameroun,2025-08-01,depense,Impôts,145275.83,XOF,145276.0,1.0,Mobile Money MTN,REF-37745,aucun,
TX00118,PME001,Boutique Électronique Yaoundé,2025-08-02,recette,Remboursement,135791.74,XOF,135792.0,1.0,Mobile Money Orange,REF-65723,recu_photo,
TX00128,PME001,Boutique Électronique Yaoundé,2025-08-02,depense,Impôts,110516.66,XOF,110517.0,1.0,Chèque,REF-10150,aucun,
TX00498,PME002,Transport Express Douala,2025-08-02,recette,Subvention,106330.7,XOF,106331.0,1.0,Chèque,REF-23242,capture_momo,
TX00932,PME003,Consulting IT Cameroun,2025-08-02,depense,Maintenance,146410.97,XOF,146411.0,1.0,Mobile Money MTN,REF-75234,facture,
TX00938,PME003,Consulting IT Cameroun,2025-08-02,depense,Télécom,253.55,USD,152129.0,600.0,Mobile Money Orange,REF-33149,recu_photo,
TX00093,PME001,Boutique Électronique Yaoundé,2025-08-03,recette,Remboursement,78004.11,XOF,78004.0,1.0,Mobile Money MTN,REF-84177,recu_photo,
TX00107,PME001,Boutique Électronique Yaoundé,2025-08-03,recette,Commission,77508.6,XOF,77509.0,1.0,Mobile Money Orange,REF-49618,recu_photo,
TX00131,PME001,Boutique Électronique Yaoundé,2025-08-03,depense,Transport,196406.24,XOF,196406.0,1.0,Mobile Money Orange,REF-50730,recu_photo,
TX00462,PME002,Transport Express Douala,2025-08-03,recette,Prestation service,103939.61,XOF,103940.0,1.0,Mobile Money Orange,REF-77603,recu_photo,
TX00479,PME002,Transport Express Douala,2025-08-03,recette,Prestation service,98076.18,XOF,98076.0,1.0,Mobile Money MTN,REF-11567,recu_photo,
TX00491,PME002,Transport Express Douala,2025-08-03,recette,Remboursement,64421.88,XOF,64422.0,1.0,Mobile Money MTN,REF-38758,aucun,
TX00523,PME002,Transport Express Douala,2025-08-03,depense,Stock/Achats,110.93,EUR,72762.0,655.957,Mobile Money Orange,REF-35260,facture,
TX00527,PME002,Transport Express Douala,2025-08-03,depense,Divers,37413.47,XOF,37413.0,1.0,Chèque,REF-23133,recu_photo,
TX00085,PME001,Boutique Électronique Yaoundé,2025-08-04,recette,Commission,111.46,USD,66875.0,600.0,Espèces,REF-52906,facture_pdf,
TX00487,PME002,Transport Express Douala,2025-08-04,recette,Remboursement,88433.14,XOF,88433.0,1.0,Mobile Money Orange,REF-92674,recu_photo,
TX00515,PME002,Transport Express Douala,2025-08-04,depense,Salaires,20448.33,XOF,20448.0,1.0,Virement bancaire,REF-96772,aucun,
TX00116,PME001,Boutique Électronique Yaoundé,2025-08-05,recette,Prestation service,101256.42,XOF,101256.0,1.0,Mobile Money MTN,REF-63545,aucun,
TX00120,PME001,Boutique Électronique Yaoundé,2025-08-05,recette,Remboursement,105254.09,XOF,105254.0,1.0,Virement bancaire,REF-67560,recu_photo,
TX00500,PME002,Transport Express Douala,2025-08-05,recette,Remboursement,83608.45,XOF,83608.0,1.0,Virement bancaire,REF-39260,facture_pdf,
TX00509,PME002,Transport Express Douala,2025-08-05,depense,Loyer,113905.36,XOF,113905.0,1.0,Virement bancaire,REF-12631,capture_momo,
TX00518,PME002,Transport Express Douala,2025-08-05,depense,Stock/Achats,64819.81,XOF,64820.0,1.0,Espèces,REF-15848,capture_momo,
TX00900,PME003,Consulting IT Cameroun,2025-08-05,recette,Subvention,51228.81,XOF,51229.0,1.0,Mobile Money Orange,REF-75762,capture_momo,
TX00106,PME001,Boutique Électronique Yaoundé,2025-08-06,recette,Remboursement,94961.3,XOF,94961.0,1.0,Chèque,REF-88222,capture_momo,
TX00473,PME002,Transport Express Douala,2025-08-06,recette,Vente produit,96057.79,XOF,96058.0,1.0,Mobile Money Orange,REF-23848,facture_pdf,
TX00506,PME002,Transport Express Douala,2025-08-06,recette,Commission,54054.39,XOF,54054.0,1.0,Mobile Money MTN,REF-10167,recu_photo,
TX00516,PME002,Transport Express Douala,2025-08-06,depense,Télécom,44316.98,XOF,44317.0,1.0,Mobile Money MTN,REF-72071,recu_photo,
TX00889,PME003,Consulting IT Cameroun,2025-08-06,recette,Commission,195112.65,XOF,195113.0,1.0,Chèque,REF-99071,capture_momo,
TX00931,PME003,Consulting IT Cameroun,2025-08-06,depense,Maintenance,38460.89,XOF,38461.0,1.0,Virement bancaire,REF-23538,recu_photo,
TX00103,PME001,Boutique Électronique Yaoundé,2025-08-07,recette,Remboursement,72592.62,XOF,72593.0,1.0,Virement bancaire,REF-72031,capture_momo,
TX00134,PME001,Boutique Électronique Yaoundé,2025-08-07,depense,Transport,60499.75,XOF,60500.0,1.0,Chèque,REF-76616,facture,
TX00461,PME002,Transport Express Douala,2025-08-07,recette,Commission,74893.78,XOF,74894.0,1.0,Virement bancaire,REF-20208,capture_momo,
TX00098,PME001,Boutique Électronique Yaoundé,2025-08-08,recette,Subvention,121.07,USD,72644.0,600.0,Chèque,REF-89997,aucun,
TX00105,PME001,Boutique Électronique Yaoundé,2025-08-08,recette,Commission,116976.4,XOF,116976.0,1.0,Mobile Money MTN,REF-80236,facture_pdf,
TX00458,PME002,Transport Express Douala,2025-08-08,recette,Vente produit,103480.76,XOF,103481.0,1.0,Mobile Money Orange,REF-76692,recu_photo,
TX00478,PME002,Transport Express Douala,2025-08-08,recette,Subvention,60397.97,XOF,60398.0,1.0,Espèces,REF-82869,facture_pdf,
TX00510,PME002,Transport Express Douala,2025-08-08,depense,Stock/Achats,43.78,EUR,28719.0,655.957,Espèces,REF-31090,recu_photo,
TX00910,PME003,Consulting IT Cameroun,2025-08-08,recette,Vente produit,87.25,USD,52349.0,600.0,Chèque,REF-32886,facture_pdf,
TX00929,PME003,Consulting IT Cameroun,2025-08-08,depense,Maintenance,100.59,EUR,65986.0,655.957,Mobile Money MTN,REF-74450,facture,
TX00114,PME001,Boutique Électronique Yaoundé,2025-08-09,recette,Commission,236.55,USD,141931.0,600.0,Chèque,REF-91399,recu_photo,
TX00475,PME002,Transport Express Douala,2025-08-09,recette,Vente produit,100981.78,XOF,100982.0,1.0,Mobile Money Orange,REF-99922,capture_momo,
TX00499,PME002,Transport Express Douala,2025-08-09,recette,Subvention,108360.3,XOF,108360.0,1.0,Espèces,REF-95089,capture_momo,
TX00517,PME002,Transport Express Douala,2025-08-09,depense,Télécom,75335.97,XOF,75336.0,1.0,Mobile Money MTN,REF-94130,aucun,
TX00078,PME001,Boutique Électronique Yaoundé,2025-08-10,recette,Prestation service,95.8,USD,57482.0,600.0,Mobile Money Orange,REF-60205,facture_pdf,
TX00099,PME001,Boutique Électronique Yaoundé,2025-08-10,recette,Prestation service,129017.05,XOF,129017.0,1.0,Espèces,REF-37802,capture_momo,
TX00467,PME002,Transport Express Douala,2025-08-10,recette,Commission,89309.35,XOF,89309.0,1.0,Mobile Money MTN,REF-36895,facture_pdf,
TX00504,PME002,Transport Express Douala,2025-08-10,recette,Commission,64233.09,XOF,64233.0,1.0,Mobile Money Orange,REF-93386,recu_photo,
TX00922,PME003,Consulting IT Cameroun,2025-08-10,depense,Salaires,136899.32,XOF,136899.0,1.0,Mobile Money MTN,REF-63903,recu_photo,
TX00937,PME003,Consulting IT Cameroun,2025-08-10,depense,Salaires,89606.82,XOF,89607.0,1.0,Virement bancaire,REF-80074,capture_momo,
TX00094,PME001,Boutique Électronique Yaoundé,2025-08-11,recette,Vente produit,111426.98,XOF,111427.0,1.0,Chèque,REF-94874,capture_momo,
TX00126,PME001,Boutique Électronique Yaoundé,2025-08-11,depense,Salaires,109896.31,XOF,109896.0,1.0,Mobile Money Orange,REF-53228,aucun,
TX00492,PME002,Transport Express Douala,2025-08-11,recette,Prestation service,166.62,EUR,109298.0,655.957,Mobile Money Orange,REF-41005,capture_momo,
TX00508,PME002,Transport Express Douala,2025-08-11,depense,Maintenance,31917.86,XOF,31918.0,1.0,Chèque,REF-95323,facture,
TX00463,PME002,Transport Express Douala,2025-08-12,recette,Commission,77814.46,XOF,77814.0,1.0,Virement bancaire,REF-52899,recu_photo,
TX00484,PME002,Transport Express Douala,2025-08-12,recette,Prestation service,60334.55,XOF,60335.0,1.0,Mobile Money Orange,REF-46042,capture_momo,
TX00488,PME002,Transport Express Douala,2025-08-12,recette,Remboursement,71476.31,XOF,71476.0,1.0,Espèces,REF-55093,capture_momo,
TX00489,PME002,Transport Express Douala,2025-08-12,recette,Remboursement,51558.67,XOF,51559.0,1.0,Mobile Money Orange,REF-13840,capture_momo,
TX00501,PME002,Transport Express Douala,2025-08-12,recette,Prestation service,91174.91,XOF,91175.0,1.0,Mobile Money Orange,REF-10235,aucun,
TX00507,PME002,Transport Express Douala,2025-08-12,recette,Prestation service,75096.91,XOF,75097.0,1.0,Espèces,REF-74629,aucun,
TX00529,PME002,Transport Express Douala,2025-08-12,depense,Maintenance,87212.73,XOF,87213.0,1.0,Mobile Money MTN,REF-32570,capture_momo,
TX00530,PME002,Transport Express Douala,2025-08-12,depense,Impôts,91516.99,XOF,91517.0,1.0,Mobile Money MTN,REF-61877,capture_momo,
TX00882,PME003,Consulting IT Cameroun,2025-08-12,recette,Prestation service,89456.68,XOF,89457.0,1.0,Chèque,REF-30843,aucun,
TX00883,PME003,Consulting IT Cameroun,2025-08-12,recette,Remboursement,84439.39,XOF,84439.0,1.0,Espèces,REF-67062,capture_momo,
TX00886,PME003,Consulting IT Cameroun,2025-08-12,recette,Remboursement,67984.69,XOF,67985.0,1.0,Espèces,REF-52914,aucun,
TX00918,PME003,Consulting IT Cameroun,2025-08-12,recette,Vente produit,209060.76,XOF,209061.0,1.0,Mobile Money MTN,REF-79637,capture_momo,
TX00936,PME003,Consulting IT Cameroun,2025-08-12,depense,Maintenance,247.16,EUR,162123.0,655.957,Mobile Money MTN,REF-84349,capture_momo,
TX00939,PME003,Consulting IT Cameroun,2025-08-12,depense,Impôts,71928.72,XOF,71929.0,1.0,Mobile Money MTN,REF-92656,capture_momo,
TX00104,PME001,Boutique Électronique Yaoundé,2025-08-13,recette,Commission,154.14,EUR,101108.0,655.957,Espèces,REF-45509,capture_momo,
TX00129,PME001,Boutique Électronique Yaoundé,2025-08-13,depense,Divers,165163.03,XOF,165163.0,1.0,Espèces,REF-91973,aucun,
TX00468,PME002,Transport Express Douala,2025-08-13,recette,Prestation service,53581.96,XOF,53582.0,1.0,Virement bancaire,REF-22193,recu_photo,
TX00471,PME002,Transport Express Douala,2025-08-13,recette,Commission,57816.87,XOF,57817.0,1.0,Virement bancaire,REF-51288,aucun,
TX00901,PME003,Consulting IT Cameroun,2025-08-13,recette,Vente produit,242.2,USD,145320.0,600.0,Mobile Money MTN,REF-84468,aucun,
TX00086,PME001,Boutique Électronique Yaoundé,2025-08-14,recette,Subvention,120685.62,XOF,120686.0,1.0,Virement bancaire,REF-65255,capture_momo,
TX00097,PME001,Boutique Électronique Yaoundé,2025-08-14,recette,Commission,117881.01,XOF,117881.0,1.0,Virement bancaire,REF-42177,recu_photo,
TX00121,PME001,Boutique Électronique Yaoundé,2025-08-14,recette,Commission,114975.27,XOF,114975.0,1.0,Chèque,REF-80776,aucun,
TX00122,PME001,Boutique Électronique Yaoundé,2025-08-14,recette,Subvention,53701.36,XOF,53701.0,1.0,Virement bancaire,REF-89129,capture_momo,
TX00465,PME002,Transport Express Douala,2025-08-14,recette,Prestation service,108120.9,XOF,108121.0,1.0,Chèque,REF-42129,facture_pdf,
TX00474,PME002,Transport Express Douala,2025-08-14,recette,Remboursement,74311.04,XOF,74311.0,1.0,Virement bancaire,REF-37215,aucun,
TX00483,PME002,Transport Express Douala,2025-08-14,recette,Subvention,105266.7,XOF,105267.0,1.0,Espèces,REF-75028,recu_photo,
TX00485,PME002,Transport Express Douala,2025-08-14,recette,Remboursement,86.79,USD,52072.0,600.0,Chèque,REF-42215,capture_momo,
TX00519,PME002,Transport Express Douala,2025-08-14,depense,Télécom,46583.47,XOF,46583.0,1.0,Chèque,REF-18079,facture,
TX00899,PME003,Consulting IT Cameroun,2025-08-14,recette,Subvention,141300.58,XOF,141301.0,1.0,Espèces,REF-56570,facture_pdf,
TX00903,PME003,Consulting IT Cameroun,2025-08-14,recette,Remboursement,136555.16,XOF,136555.0,1.0,Mobile Money MTN,REF-42142,aucun,
TX00081,PME001,Boutique Électronique Yaoundé,2025-08-15,recette,Subvention,82663.32,XOF,82663.0,1.0,Espèces,REF-80545,facture_pdf,
TX00082,PME001,Boutique Électronique Yaoundé,2025-08-15,recette,Vente produit,90470.48,XOF,90470.0,1.0,Espèces,REF-54057,aucun,
TX00110,PME001,Boutique Électronique Yaoundé,2025-08-15,recette,Vente produit,67119.48,XOF,67119.0,1.0,Virement bancaire,REF-72616,recu_photo,
TX00133,PME001,Boutique Électronique Yaoundé,2025-08-15,depense,Télécom,155.07,EUR,101721.0,655.957,Espèces,REF-73242,aucun,
TX00486,PME002,Transport Express Douala,2025-08-15,recette,Vente produit,82933.34,XOF,82933.0,1.0,Mobile Money MTN,REF-46670,aucun,
TX00495,PME002,Transport Express Douala,2025-08-15,recette,Remboursement,53359.07,XOF,53359.0,1.0,Mobile Money Orange,REF-12612,aucun,
TX00895,PME003,Consulting IT Cameroun,2025-08-15,recette,Commission,141858.18,XOF,141858.0,1.0,Espèces,REF-30220,capture_momo,
TX00909,PME003,Consulting IT Cameroun,2025-08-15,recette,Commission,133617.82,XOF,133618.0,1.0,Virement bancaire,REF-27372,capture_momo,
TX00916,PME003,Consulting IT Cameroun,2025-08-15,recette,Remboursement,174439.99,XOF,174440.0,1.0,Mobile Money Orange,REF-59781,aucun,
TX00917,PME003,Consulting IT Cameroun,2025-08-15,recette,Subvention,137726.97,XOF,137727.0,1.0,Mobile Money MTN,REF-47852,aucun,
TX00940,PME003,Consulting IT Cameroun,2025-08-15,depense,Transport,129947.48,XOF,129947.0,1.0,Mobile Money Orange,REF-14679,facture,
TX00942,PME003,Consulting IT Cameroun,2025-08-15,depense,Maintenance,164950.99,XOF,164951.0,1.0,Mobile Money MTN,REF-14855,capture_momo,
TX00101,PME001,Boutique Électronique Yaoundé,2025-08-16,recette,Subvention,88.34,EUR,57950.0,655.957,Espèces,REF-82768,facture_pdf,
TX00457,PME002,Transport Express Douala,2025-08-16,recette,Remboursement,79878.64,XOF,79879.0,1.0,Mobile Money Orange,REF-58193,facture_pdf,
TX00923,PME003,Consulting IT Cameroun,2025-08-16,depense,Transport,97482.46,XOF,97482.0,1.0,Virement bancaire,REF-43016,facture,
TX00119,PME001,Boutique Électronique Yaoundé,2025-08-17,recette,Commission,63834.73,XOF,63835.0,1.0,Mobile Money Orange,REF-19359,recu_photo,
TX00132,PME001,Boutique Électronique Yaoundé,2025-08-17,depense,Salaires,82916.18,XOF,82916.0,1.0,Espèces,REF-25396,facture,
TX00464,PME002,Transport Express Douala,2025-08-17,recette,Commission,72062.82,XOF,72063.0,1.0,Chèque,REF-49834,facture_pdf,
TX00511,PME002,Transport Express Douala,2025-08-17,depense,Marketing,205.68,EUR,134920.0,655.957,Chèque,REF-90431,aucun,
TX00521,PME002,Transport Express Douala,2025-08-17,depense,Frais bancaires,65484.97,XOF,65485.0,1.0,Espèces,REF-80190,aucun,
TX00526,PME002,Transport Express Douala,2025-08-17,depense,Maintenance,52453.6,XOF,52454.0,1.0,Mobile Money MTN,REF-91665,aucun,
TX00884,PME003,Consulting IT Cameroun,2025-08-17,recette,Vente produit,78625.67,XOF,78626.0,1.0,Chèque,REF-73783,recu_photo,
TX00090,PME001,Boutique Électronique Yaoundé,2025-08-18,recette,Commission,142.05,EUR,93182.0,655.957,Virement bancaire,REF-31992,recu_photo,
TX00092,PME001,Boutique Électronique Yaoundé,2025-08-18,recette,Subvention,138973.19,XOF,138973.0,1.0,Mobile Money Orange,REF-19961,facture_pdf,
TX00124,PME001,Boutique Électronique Yaoundé,2025-08-18,depense,Maintenance,231755.27,XOF,231755.0,1.0,Chèque,REF-95394,aucun,
TX00470,PME002,Transport Express Douala,2025-08-18,recette,Subvention,57984.65,XOF,57985.0,1.0,Mobile Money MTN,REF-87580,recu_photo,
TX00481,PME002,Transport Express Douala,2025-08-18,recette,Vente produit,104865.83,XOF,104866.0,1.0,Mobile Money MTN,REF-18450,facture_pdf,
TX00494,PME002,Transport Express Douala,2025-08-18,recette,Subvention,152.51,EUR,100038.0,655.957,Chèque,REF-50508,facture_pdf,
TX00522,PME002,Transport Express Douala,2025-08-18,depense,Salaires,126.6,USD,75961.0,600.0,Espèces,REF-14551,facture,
TX00528,PME002,Transport Express Douala,2025-08-18,depense,Frais bancaires,112325.11,XOF,112325.0,1.0,Virement bancaire,REF-63856,capture_momo,
TX00885,PME003,Consulting IT Cameroun,2025-08-18,recette,Vente produit,103812.53,XOF,103813.0,1.0,Espèces,REF-33091,capture_momo,
TX00906,PME003,Consulting IT Cameroun,2025-08-18,recette,Commission,119629.59,XOF,119630.0,1.0,Virement bancaire,REF-31955,recu_photo,
TX00908,PME003,Consulting IT Cameroun,2025-08-18,recette,Commission,58537.13,XOF,58537.0,1.0,Chèque,REF-13578,capture_momo,
TX00075,PME001,Boutique Électronique Yaoundé,2025-08-19,recette,Subvention,132830.46,XOF,132830.0,1.0,Chèque,REF-68446,facture_pdf,
TX00113,PME001,Boutique Électronique Yaoundé,2025-08-19,recette,Remboursement,107424.56,XOF,107425.0,1.0,Espèces,REF-69049,aucun,
TX00115,PME001,Boutique Électronique Yaoundé,2025-08-19,recette,Prestation service,90.27,EUR,59215.0,655.957,Mobile Money Orange,REF-44687,recu_photo,
TX00891,PME003,Consulting IT Cameroun,2025-08-19,recette,Prestation service,178.13,EUR,116848.0,655.957,Virement bancaire,REF-18180,capture_momo,
TX00905,PME003,Consulting IT Cameroun,2025-08-19,recette,Vente produit,106817.25,XOF,106817.0,1.0,Espèces,REF-69511,aucun,
TX00930,PME003,Consulting IT Cameroun,2025-08-19,depense,Salaires,132152.7,XOF,132153.0,1.0,Mobile Money Orange,REF-80861,aucun,
TX00077,PME001,Boutique Électronique Yaoundé,2025-08-20,recette,Commission,90845.31,XOF,90845.0,1.0,Mobile Money Orange,REF-45614,capture_momo,
TX00088,PME001,Boutique Électronique Yaoundé,2025-08-20,recette,Vente produit,138890.81,XOF,138891.0,1.0,Mobile Money MTN,REF-42411,facture_pdf,
TX00109,PME001,Boutique Électronique Yaoundé,2025-08-20,recette,Vente produit,159.3,USD,95582.0,600.0,Chèque,REF-47268,aucun,
TX00887,PME003,Consulting IT Cameroun,2025-08-20,recette,Prestation service,64972.77,XOF,64973.0,1.0,Chèque,REF-93379,recu_photo,
TX00904,PME003,Consulting IT Cameroun,2025-08-20,recette,Vente produit,208837.21,XOF,208837.0,1.0,Chèque,REF-85973,capture_momo,
TX00927,PME003,Consulting IT Cameroun,2025-08-20,depense,Impôts,192924.23,XOF,192924.0,1.0,Virement bancaire,REF-43729,facture,
TX00933,PME003,Consulting IT Cameroun,2025-08-20,depense,Impôts,182090.28,XOF,182090.0,1.0,Virement bancaire,REF-29871,capture_momo,
TX00514,PME002,Transport Express Douala,2025-08-21,depense,Loyer,47911.92,XOF,47912.0,1.0,Espèces,REF-84943,aucun,
TX00897,PME003,Consulting IT Cameroun,2025-08-21,recette,Vente produit,213766.76,XOF,213767.0,1.0,Mobile Money Orange,REF-94180,aucun,
TX00911,PME003,Consulting IT Cameroun,2025-08-21,recette,Commission,183604.42,XOF,183604.0,1.0,Mobile Money Orange,REF-73559,facture_pdf,
TX00944,PME003,Consulting IT Cameroun,2025-08-21,depense,Divers,188.71,USD,113228.0,600.0,Mobile Money Orange,REF-19441,recu_photo,
TX00079,PME001,Boutique Électronique Yaoundé,2025-08-22,recette,Commission,88523.45,XOF,88523.0,1.0,Chèque,REF-71069,aucun,
TX00096,PME001,Boutique Électronique Yaoundé,2025-08-22,recette,Remboursement,66355.57,XOF,66356.0,1.0,Virement bancaire,REF-90728,aucun,
TX00102,PME001,Boutique Électronique Yaoundé,2025-08-22,recette,Subvention,116099.65,XOF,116100.0,1.0,Mobile Money MTN,REF-22196,capture_momo,
TX00108,PME001,Boutique Électronique Yaoundé,2025-08-22,recette,Vente produit,75471.77,XOF,75472.0,1.0,Chèque,REF-48290,facture_pdf,
TX00117,PME001,Boutique Électronique Yaoundé,2025-08-22,recette,Prestation service,77045.51,XOF,77046.0,1.0,Virement bancaire,REF-47056,aucun,
TX00127,PME001,Boutique Électronique Yaoundé,2025-08-22,depense,Impôts,205523.39,XOF,205523.0,1.0,Chèque,REF-14809,aucun,
TX00472,PME002,Transport Express Douala,2025-08-22,recette,Subvention,69511.12,XOF,69511.0,1.0,Virement bancaire,REF-40619,recu_photo,
TX00477,PME002,Transport Express Douala,2025-08-22,recette,Remboursement,71274.81,XOF,71275.0,1.0,Mobile Money MTN,REF-98759,capture_momo,
TX00512,PME002,Transport Express Douala,2025-08-22,depense,Stock/Achats,130736.97,XOF,130737.0,1.0,Chèque,REF-66911,facture,
TX00531,PME002,Transport Express Douala,2025-08-22,depense,Télécom,107625.6,XOF,107626.0,1.0,Virement bancaire,REF-12651,capture_momo,
